,City,Person,Number of Views,Description,link,latitude,longitude
91,"Faridkot, Punjab",Jarnail Singh Bhindranwale,1623079,"Jarnail Singh Bhindranwale (Punjabi: [dʒəɾnɛːl sɪ́ŋɡ pɪ̀ɳɖɾãːʋaːɭe]; born Jarnail Singh Brar; 2 June 1947 – 6 June 1984) was a militant leader of the Sikh organization Damdami Taksal. He gained prominence due to his involvement in the 1978 Sikh-Nirankari clash. He symbolized the revivalist, extremist and terrorist movement in Punjab. In 1983, to escape arrest, he along with his militant cadre occupied and fortified the Sikh shrine Akal Takht. Operation Blue Star was launched to remove him and the armed militants from the Golden Temple complex.
Bhindranwale was the head of the orthodox Sikh religious school Damdami Taksal and held the title of missionary ""Sant"", a common religious title in Punjab. Over the period Bhindranwale grew up as a leader of Sikh militancy. There was dissatisfaction in some sections of the Sikh community with prevailing economic, social, and political conditions. Bhindranwale articulated these grievances as discrimination against Sikhs and the undermining of Sikh identity. The growth of Bhindranwale was not solely by his own efforts. In the late 1970s Indira Gandhi's Congress party supported Bhindranwale in a bid to split the Sikh votes and weaken the Akali Dal, its chief rival in Punjab. Congress supported the candidates backed by Bhindranwale in the 1978 SGPC elections. The Congress leader Giani Zail Singh allegedly financed the initial meetings of the separatist organisation Dal Khalsa. In the 1980 election, Bhindranwale supported Congress candidates. Bhindranwale was originally not very influential, but the activities of Congress elevated him to the status of a major leader by the early 1980s. This later turned out to be a miscalculation as Bhindranwale's separatist political objectives became popular among the agricultural Jat Sikhs in the region.In the summer of 1982, Bhindranwale and the Akali Dal launched the Dharam Yudh Morcha (battle for righteousness), with its stated aim being the fulfilment of a list of demands based on the Anandpur Sahib Resolution to create an autonomous state for Sikhs. Thousands of people joined the movement in the hope of acquiring a larger share of irrigation water and the return of Chandigarh to Punjab. Bhindranwale was responsible for launching Sikh militancy during the 1980s. Bhindranwale also increased the level of rhetoric on the perceived ""assault"" on Sikh values by the Hindu community.In 1982 Bhindranwale and his armed group moved to the Golden Temple complex and made it his headquarters. From inside the complex, Bhindranwale led the Punjab insurgency campaign in Punjab. In June 1984 Operation Blue Star was carried out by the Indian Army to remove Jarnail Singh Bhindranwale and his armed militants from the buildings of the Harmandir Sahib in the Golden Temple Complex. Bhindranwale died and the temple complex was cleared of militants.
Bhindranwale has remained a controversial figure in Indian history. While the Sikhs' highest temporal authority Akal Takht describe him a 'martyr', he is widely regarded in India as a terrorist.

",https://en.wikipedia.org/wiki/Jarnail_Singh_Bhindranwale,30.60092505,74.79477422840449
92,Farrukhabad,Mahadevi Varma,1113628,"Mahadevi Verma (26 March 1907 – 11 September 1987) was a Hindi poet, freedom fighter and educationist from India. She is widely regarded as the ""modern Meera"". She was a major poet of the ""Chhayavaad"", a literary movement of romanticism in modern Hindi poetry ranging from 1914–1938 and a prominent poet in Hindi Kavi sammelans (Gatherings of poets).
She was the Principal, and then the Vice-Chancellor of Prayag Mahila Vidyapeeth, a woman's residential college in Prayagraj.",https://en.wikipedia.org/wiki/Mahadevi_Varma,27.43719385,79.48912946503123
93,"Fatehabad, Haryana",Rajat Nagpal,39073,"Rajat Nagpal is an Indian singer, composer, producer and mix engineer associated with Punjabi and Hindi music. He is trained in Indian and Western classical music. He has been working as a studio engineer and a music producer at Beatfactory Studios and is known for his work in songs like Fashion, Taare, Ban Ja Rani, Suit Suit, All I Need, Akhiyan, Khamkha Yu Hi, and many more. He uses the piano as the main instrument for his compositions and produces music on Logic Pro and Pro Tools.
He has worked for numerous big artists as an assistant composer/producer and recording engineer.",https://en.wikipedia.org/wiki/Rajat_Nagpal,29.468830099999998,75.52107146631747
94,Fatehgarh Sahib,Ahmad Sirhindi,387155,"Ahmad al-Fārūqī al-Sirhindī (1564–1624) was an Indian Islamic scholar, a Hanafi jurist, and a prominent member of the Naqshbandī Sufi order. He has been described as a Mujaddid, meaning ""the reviver"", for his work in rejuvenating Islam and opposing the newly made religion of Din-i Ilahi and other dissident opinions of Mughal emperor Akbar. While early South Asian scholarship credited him for contributing to conservative trends in Indian Islam, more recent works, notably by ter Haar, Friedman, and Buehler, have pointed to Sirhindi's significant contributions to Sufi epistemology and practices.Most of the Naqshbandī suborders today, such as the Mujaddidī, Khālidī, Saifī, Tāhirī, Qasimiya and Haqqānī sub-orders, trace their spiritual lineage through Sirhindi.
Sirhindi's shrine, known as Rauza Sharif, is located in Sirhind, Punjab, India.",https://en.wikipedia.org/wiki/Ahmad_Sirhindi,30.6600764,76.38002163710028
95,Firozabad,Anil Jain (Uttar Pradesh politician),36661,"Anil Jain is an Indian Surgeon and Political Leader. He is the National General Secretary of BJP and also in charge of BJP's Haryana and Chhattisgarh units. He is patron of Integrated Talent Development Mission (ITDM) 
 He was elected to Rajya Sabha, the upper house of the Indian Parliament, from Uttar Pradesh on 23 March 2018.",https://en.wikipedia.org/wiki/Anil_Jain_(Uttar_Pradesh_politician),27.17736635,78.38991197951182
96,Gadchiroli,Raje Ambrishrao Raje Satyawan Rao Atram,27929,"Ambrishrao Satyavanrao (born 15 October 1987) is a member of the 13th Maharashtra Legislative Assembly. He represents the Aheri Assembly Constituency, in the Gadchiroli district of Maharashtra. He belongs to the Bharatiya Janata Party. He was the State Minister of Tribal Development,forests & Gadchiroli Guardian minister for Maharashtra State Government",https://en.wikipedia.org/wiki/Raje_Ambrishrao_Raje_Satyawan_Rao_Atram,19.759070350000002,80.16228072580182
97,Gandhidham,Dhirubhai Shah,19237,"Dhirubhai Shah (18 December 1952 – 17 March 2008)  was a politician from Gujarat, who was elected speaker of the Tenth Gujarat Legislative Assembly from 19 March 1998 to 27 December 2002. He was the youngest speaker in the history of the Gujarat Legislative Assembly.In 2011 his portrait was unveiled by then Chief Minister of Gujarat at Gandhidham.",https://en.wikipedia.org/wiki/Dhirubhai_Shah,23.0718743,70.131715
98,Gandhinagar,R. B. Sreekumar,48597,R.B. Sreekumar is a former Gujarat State Director-General of Police. He is known for his stand on the 2002 Gujarat riots against the Government of Gujarat.,https://en.wikipedia.org/wiki/R._B._Sreekumar,23.2232877,72.6492267
99,"Gaya, India",Satyendra Dubey,252449,"Satyendra Dubey (1973–2003) was an Indian Engineering Service (IES) officer. He was the Project Director in the National Highways Authority of India (NHAI) at Koderma. He was murdered in Gaya, Bihar after fighting corruption in the Golden Quadrilateral highway construction project.",https://en.wikipedia.org/wiki/Satyendra_Dubey,24.7964355,85.0079563
100,"Ghaziabad, Uttar Pradesh",Arvind Kejriwal,4106552,"Arvind Kejriwal (born 16 August 1968) is an Indian politician and a former bureaucrat who is the current and 7th Chief Minister of Delhi since February 2015. He was also the Chief Minister of Delhi from December 2013 to February 2014, stepping down after 49 days of assuming power. Currently, he is the national convener of the Aam Aadmi Party, which won the  2015 Delhi Assembly elections with a historic majority, obtaining 67 out of 70 assembly seats. In 2006, Kejriwal was awarded the Ramon Magsaysay Award for Emergent Leadership in recognition of his involvement in the grassroots level movement Parivartan using right to information legislation in a campaign against  corruption. The same year, after resigning from Government service, he donated his Magsaysay award money as a corpus fund to found the Public Cause Research Foundation, a non-governmental organisation (NGO).
Before joining politics, Kejriwal had worked in the Indian Revenue Service as a Joint Commissioner of Income Tax in New Delhi. Kejriwal is a graduate in Mechanical engineering from Indian Institute of Technology (IIT) Kharagpur. In 2012, he launched the Aam Aadmi Party, which won in the 2013 Delhi Legislative Assembly election. Following the election, he took office as the Chief Minister of Delhi on 28 December 2013. He resigned 49 days later, on 14 February 2014, stating he did so because of his minority government's inability to pass his proposed anti-corruption legislation due to a lack of support from other political parties. On 14 February 2015, he was sworn in as Chief Minister for a second term after his party's victory in the Delhi Legislative Assembly election.",https://en.wikipedia.org/wiki/Arvind_Kejriwal,28.711241,77.4445372
101,Golaghat,Hiren Gohain,45819,"Hiren Gohain (born 1939) is a literary critic, and social scientist from the Indian state of Assam. He studied in Cotton College, did his graduation from Presidency College, Calcutta and then moved to  Delhi University to pursue his post-graduation in English literature. After completion of his master's degree, for some time, he became a lecturer in Kirori Mal College of Delhi University. Later, he went to the Cambridge University for doctoral research on  the topic 'Paradise Lost and the 17th Century Crisis' later published as 'Tradition and Paradise Lost: A Heretical View'., a work highly acclaimed for its original research and fresh perspective. After coming back from Cambridge, he became a professor at the Department of English in Gauhati University.",https://en.wikipedia.org/wiki/Hiren_Gohain,26.40490095,94.03209112120626
102,"Gonda, Uttar Pradesh",Brij Bhushan Sharan Singh,135984,"Brij Bhushan Sharan Singh (born 8 January 1957) is an Indian politician. In 1991, he was elected to the 10th Lok Sabha from Gonda constituency in Uttar Pradesh state (India) as a Bharatiya Janata Party (BJP) candidate. He was re-elected to the 13th Lok Sabha in 1999 from the same constituency and in 2004, he was re-elected to 14th Lok Sabha from Balrampur constituency in Uttar Pradesh state on the BJP ticket. On 20 July 2008, he joined the Samajwadi Party.  In 2009, he was re-elected to 15th Lok Sabha from Kaiserganj constituency in Uttar Pradesh state. He later joined the Bharatiya Janata Party months before the 16th general election and is currently member of 17th Lok Sabha from BJP. He is the President of Wrestling Federation of India (WFI).",https://en.wikipedia.org/wiki/Brij_Bhushan_Sharan_Singh,27.1096669,81.9183291218813
103,"Gopalpur, Nadia",Purnendo Bose,4999,"Purnendo Bose is an Indian politician and the present Minister for Agriculture in the Government of West Bengal. He is also an MLA, elected from the Rajarhat Gopalpur constituency in the 2011 West Bengal state assembly election.",https://en.wikipedia.org/wiki/Purnendo_Bose,,
104,Gorakhpur,Anurag Kashyap,5727235,"Anurag Kashyap (born 10 September 1972) is an Indian film director, writer, editor, producer, actor known for his works in Hindi cinema. He is the recipient of several accolades, including four Filmfare Awards. For his contributions to film, the Government of France awarded him the Ordre des Arts et des Lettres (Knight of the Order of Arts and letters) in 2013.
After writing a television serial, Kashyap got his major break as a co-writer in Ram Gopal Varma's crime drama Satya (1998), and made his directorial debut with Paanch, which never had a theatrical release due to censorship issues. He then went on to direct Black Friday (2007), a film based on the namesake book by Hussain Zaidi about the 1993 Bombay bombings. Its release was held up for two years by the Central Board of Film Certification because of the pending verdict of the case at that time, but was released in 2007 to widespread critical appreciation. Kashyap's followup, No Smoking (2007) met with negative reviews and performed poorly at the box-office. His next venture Dev.D (2009), a modern adaptation of Devdas was a critical and commercial success; followed by the political drama Gulaal (2009), and the thriller That Girl in Yellow Boots (2011).
Kashyap's prominence increased with the two-part crime drama, Gangs of Wasseypur (2012). Kashyap subsequently co-produced the critically acclaimed drama The Lunchbox, and the biographical drama Shahid (both 2013), the former earned him a BAFTA Award for Best Film Not in the English Language nomination. His next films were the anthology Bombay Talkies (2013), and the drama Ugly (2014). In 2016, Kashyap directed Raman Raghav 2.0, a film based on the serial killer Raman Raghav. His next film was the sports drama Mukkabaaz, which was released in 2018. The same year, he co-directed India's first Netflix Original series, the crime thriller Sacred Games, based on Vikram Chandra's novel of the same name and the romantic drama Manmarziyaan. He was the co-founder of two film production companies: Anurag Kashyap Films and Phantom Films.",https://en.wikipedia.org/wiki/Anurag_Kashyap,26.67132865,83.36458284327038
105,Gulbarga,Vaishali Kasaravalli,162154,"Vaishali Kasaravalli (12 April 1952 – 27 September 2010) was a noted Kannada actress, television serial director and costume designer.",https://en.wikipedia.org/wiki/Vaishali_Kasaravalli,17.166667,77.083333
106,Guna,Mamta Meena,9000,Mamta Raghuveer Singh Meena (born 4 April 1976) is an Indian politician and the member of Bharatiya Janata Party (BJP). She previously served as the Member of Madhya Pradesh Vidhan Sabha from 2013 to 2019.,https://en.wikipedia.org/wiki/Mamta_Meena,24.5,77.5
107,Guntur,Sunitha Upadrashta,735657,"Sunitha Upadrasta (born 10 May 1978) is a playback singer, anchor, host, dubbing artist & actress in the Telugu film industry, also known as Tollywood. She has received a National Award from All India Radio under light music category, two Film fare Awards for Best Female Playback Singer one each for Telugu and Kannada, 9 Nandi Awards; the highest award ceremony for excellence in Telugu cinema, theater, television, and Lifetime achievements in Indian cinema, presented annually by the earlier Government of combined state Andhra Pradesh and Telangana. She received her first Nandi award in the year 1999 and bagged the prestigious awards in a row for the years 2002 to 2006 and again for the years 2010 to 2012. She was also honored with Lata Mangeshkar Best Singer Award for 2011 by the Government of Andhra Pradesh. In the year 2019, Sunitha was honored with New Jersey state recognition award by the Senate and General assembly of the state of New Jersey passing a resolution to salute her excellence and contributions to the world of music and Indian Cinema, a rare felicitation given to an Indian artist by the state of New Jersey.
Sunitha's commercial singing career began in the year 1995 with the movie Gulabi and has established herself as a leading playback singer of Telugu Film Industry with her mellifluous voice. She is also known as an anchor and host for music based programs and flagship programs, one among them was anchoring the historical Amaravati foundation-laying ceremony in the year 2015. Sunitha is also associated as a judge to musical reality shows in various channels. Her contributions as a voice-over artist giving voice to over 110 actresses in more than 750 films.
Sunitha traveled extensively across 19 foreign countries offering her exclusive live performances across the world as an artist. Countries include USA (almost every year since 1999), UK, UAE, Singapore, Malaysia, Uganda, Nigeria, Tanzania, South Africa, Australia, Scotland, Ireland, SriLanka, Thailand, Japan, Oman, Bahrain, Qatar, Maurutis",https://en.wikipedia.org/wiki/Sunitha_Upadrashta,16.2915189,80.4541588
108,Gurgaon,Nikunj Malik,257506,"Nikunj Malik (born 30 October 1984) is an Indian film actress and TV personality.

",https://en.wikipedia.org/wiki/Nikunj_Malik,28.42826235,77.00270014657752
109,Guruvayur,Sneha Unnikrishnan,91970,"Sneha Unnikrishnan is a South Indian actress, who is the winner of Midukki Reality Show in Mazhavil Manorama. Sneha received the prize amount from cine actress Kavya Madhavan.Sneha is primarily concentrating on Malayalam language films. After winning the popular reality show Midukki, Sneha made her debut In Malayalam film industry, by acting in a movie Neeyum Pinne Njanum. The movie featured her acting opposite to Jithin Raj who was also an upcoming artist and a reality show participant. This film was directed by Jojo K. Varghese. Her second film was Actually directed by Shine Kurian. Her third film is Kunjiramayanam. The film got released on 28 August 2015 and was a family entertainer. She is currently working as an RJ at Club FM UAE 99.6FM in Dubai.",https://en.wikipedia.org/wiki/Sneha_Unnikrishnan,10.5950431,76.0417924
110,Guwahati,Priyadarshini Chatterjee,385763,Priyadarshini Chatterjee (5 September 1996) is an Indian model and beauty pageant titleholder who was crowned Femina Miss India World in 2016. She represented India at the Miss World 2016 pageant. She is the first northeast Indian to represent India at Miss World. She made it to the top 20 (semi-finalist) and also top-5 in Beauty with a Purpose.,https://en.wikipedia.org/wiki/Priyadarshini_Chatterjee,26.1805978,91.753943
111,Gwalior,Atal Bihari Vajpayee,10530581,"Atal Bihari Vajpayee (Hindustani pronunciation: [əʈəl bɪhaːɾiː ʋaːdʒpai]; 25 December 1924 – 16 August 2018) was an Indian politician, statesman and poet. He served three terms as the Prime Minister of India, first for a term of 13 days in 1996, then for a period of 13 months from 1998 to 1999, followed by a full term from 1999 to 2004. A member of the Bharatiya Janata Party (BJP), he was the first Indian prime minister not of the Indian National Congress party to have served a full five-year term in office.
He was a member of the Indian Parliament for over five decades, having been elected ten times to the Lok Sabha, the lower house, and twice to the Rajya Sabha, the upper house. He served as the Member of Parliament for Lucknow, retiring from active politics in 2009 due to health concerns. He was among the founding members of the Bharatiya Jana Sangh (BJS), of which he was president from 1968 to 1972. The BJS merged with several other parties to form the Janata Party, which won the 1977 general election. In March 1977, Vajpayee became the Minister of External Affairs in the cabinet of Prime Minister Morarji Desai. He resigned in 1979, and the Janata alliance collapsed soon after. Former members of the BJS formed the BJP in 1980, with Vajpayee its first president.
During his tenure as prime minister, India carried out the Pokhran-II nuclear tests in 1998. Vajpayee sought to improve diplomatic relations with Pakistan, travelling to Lahore by bus to meet with Prime Minister Nawaz Sharif. After the 1999 Kargil War with Pakistan, he sought to restore relations through engagement with President Pervez Musharraf, inviting him to India for a summit at Agra.
The administration of Narendra Modi declared in 2014 that Vajpayee's birthday, 25 December, would be marked as Good Governance Day. In 2015, he was conferred India's highest civilian honour, the Bharat Ratna, by the President of India, Pranab Mukherjee. He died on 16 August 2018 of age-related illness.

",https://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee,26.2037247,78.1573628
112,Hapur,Abdul Haq (Urdu scholar),94704,"Maulvi Abdul Haq (Urdu: مولوی عبد الحق‎) (20 April 1870 – 16 August 1961) was a scholar and a linguist, whom some call Baba-e-Urdu (Urdu: بابائے اردو‎) (Father of Urdu). Abdul Haq was a champion of the Urdu language and the demand for it to be made the national language of Pakistan.",https://en.wikipedia.org/wiki/Abdul_Haq_(Urdu_scholar),28.740612499999997,77.83542556519009
113,Harda,Hari Joshi,16694,"Hari Joshi (born Khudia in Harda district, Madhya Pradesh, 17 November 1943) is a Hindi writer, satirist, novelist and poet.He is a noted writer of modern Hindi literature and is known for his sharp satire. On 13 February 2013, he received the prestigious ""Vyangya Shree Samman"". He is also a recipient of ""Vageeshwari Samman"" for his book ""Vyangya ke Rang"" in 1995 and recipient of ""Madhya Pradesh Lekhak Sangh Samman"" in 2002 and ""Sahitya Maneeshi Samman"" in 2013.",https://en.wikipedia.org/wiki/Hari_Joshi,22.3388828,77.0929933
114,Haridwar,Shriya Saran,5071619,"Shriya Saran Bhatnagar (pronounced [ʂrɪjaː sərən] (born 11 September 1982), also known as Shriya, is an Indian actress and model known for her work in South Indian cinema, Bollywood and American cinema. Saran was born in Dehradun and spent most of her childhood in Haridwar. In 2001, her dance master gave her the opportunity to appear in Renoo Nathan's debut music video ""Thirakti Kyun Hawa"", which brought Saran to the attention of many Indian filmmakers. Although Saran aspired to become a well-known dancer, she was offered a leading role. Thus, Saran made her film debut in 2001 with the Telugu film Ishtam, and had her first commercial success with Santhosham (2002).
She subsequently appeared in several more Telugu films while making in-roads in the Hindi and Tamil industries. In 2007, Saran starred in Sivaji, the highest-grossing Tamil film at that time. She also gained critical acclaim for her role in the 2007 Bollywood film Awarapan. In 2008, Saran played the lead role in her first English film, the American-Indian co-production The Other End of the Line. Her following projects included popular films such as Kanthaswamy (2009) in Tamil and Pokkiri Raja (2010) in Malayalam — roles that established her as one of the leading actresses in the South Indian film industries. In 2012, she was cast in the British–Canadian film Midnight's Children, under the direction of Deepa Mehta, based on Salman Rushdie's Booker Prize-winning novel of the same name, for which she received international critical acclaim. She achieved further commercial success by starring in films such as Pavitra (2013) and Chandra (2013). In 2014, Saran starred in the critically acclaimed Telugu film Manam, which brought her accolades for her performance.
In addition to her work in films, Saran has been the brand ambassador for brands across India, endorsing beauty and health products. Among other philanthropic activities, she has volunteered for charity organizations. In 2011 she opened a spa employing exclusively visually challenged people. She was also the brand ambassador for Celebrity Cricket League for its two first seasons.",https://en.wikipedia.org/wiki/Shriya_Saran,29.9384473,78.1452985
115,Hisar (city),Saina Nehwal,5120806,"Saina Nehwal (pronunciation  , born 17 March 1990) is an Indian professional badminton singles player. A former world no. 1, she has won over 24 international titles, which includes eleven Superseries titles. Although she reached the world's 2nd in the 2009, it was only in 2015 that she was able to attain the world no. 1 ranking, thereby becoming the only female player from India and overall the second Indian player – after Prakash Padukone – to achieve this feat. She has represented India three times in the Olympics, winning a bronze medal in her second appearance.Nehwal has achieved several milestones in badminton for India. She is the only Indian to have won at least one medal in every BWF major individual event, namely the Olympics, the BWF World Championships, and the BWF World Junior Championships. She is the first Indian badminton player to have won an Olympic medal, the first Indian to have reached the final of the BWF World Championships, along with being the only Indian to have won the BWF World Junior Championships or. In 2006, Nehwal became the first Indian female and the youngest Asian to win a 4-star tournament. She also has the distinction of being the first Indian to win a Super Series title. In the 2014 Uber Cup, she captained the Indian team and remained undefeated, helping India to win bronze medal. It was India's first medal in any BWF major team event. Nehwal became the first Indian to win two singles gold medals (2010 and 2018) in Commonwealth Games.
Considered one of the most successful Indian sportspersons, she is credited for increasing the popularity of badminton in India. In 2016, the Government of India (GoI) conferred the Padma Bhushan – India's third highest civilian award – on her. Previously, the nation's top two sporting honours, namely the Rajiv Gandhi Khel Ratna and the Arjuna Award, were also conferred on her by the Government of India. Nehwal is a philanthropist and was ranked 18th on the list of most charitable athletes.",https://en.wikipedia.org/wiki/Saina_Nehwal,29.168807,75.7461103
116,Hoshangabad,Nitesh Tiwari,1659546,"Nitesh Tiwari is an Indian film director, screenwriter, and lyricist known for his works in Bollywood. He made his directorial debut by co-directing Chillar Party (2011) which won the National Film Award for Best Children's Film for that year. He then directed the supernatural political drama Bhoothnath Returns (2014).In 2016, Tiwari scripted and directed Dangal which was screened at the Beijing International Film Festival in April 2017 and second BRICS festival in June 2017. The film is the highest-grossing Indian film and the fifth highest grossing non-English film, having collected over ₹2,000 crore (US$280 million) of which more than ₹1,200 crore was earned in China, where it has emerged as one of the top 20 highest-grossers of all time. Tiwari has garnered the Filmfare Best Director Award at the 62nd Filmfare Awards, and the Telstra People's Choice Award at the 2017 Indian Film Festival of Melbourne. His next, Chhichhore (2019), a comedy, earned him numerous nominations and acclaim as well.",https://en.wikipedia.org/wiki/Nitesh_Tiwari,22.6001502,77.92664521413192
117,Howrah,Manoj Tiwary,334164,Error,https://en.wikipedia.org/wiki/Manoj_Tiwary,22.5882216,88.323139
118,Hubli-Dharwad,Bhavurao Deshpande,6432,"Bhavurao Venkatrao Deshpande was a senior leader of the Bharatiya Janata Party (BJP) and is considered as one of the founding fathers of the BJP in Karnataka, India.He was associated with the Rashtriya Swayamsevak Sangh from a very young age and after completing his education, he dedicated his life to the service of the nation and propagating nationalist thought by becoming a full-time worker (Pracharak) of the RSS. He was later deputed to serve the fledgling Bharatiya Jana Sangh, the political arm of the RSS. He traveled extensively throughout Karnataka along with Jagannathrao Joshi and built the party brick by brick. He was arrested along with thousands of other Opposition leaders and workers during the Emergency. After the formation of the Janata Party, he became the General Secretary of the state unit of the party. In 1978, he was elected to the Karnataka Legislative Assembly from Hubli-Dharwad. He was one of the founding leaders of the BJP and was the state general secretary of the party, and later its Vice President. He groomed many young leaders of the BJP such as B.B. Shivappa, B.S. Yeddyurappa, Ananth Kumar, K.S.Eshwarappa, Jagadish Shettar and others.He died on 16 May 1984.",https://en.wikipedia.org/wiki/Bhavurao_Deshpande,15.3518378,75.1379848
119,"Hyderabad, India",Sarojini Naidu,4008836,"Sarojini Naidu (née Chattopadhyay; 13 February 1879 – 2 March 1949) was an Indian political activist and poet. A proponent of civil rights, women's emancipation, and anti-imperialistic ideas, she was an important figure in India's struggle for independence from colonial rule. Naidu's work as a poet earned her the sobriquet Nightingale of India.
Born in a Bengali family in Hyderabad, Naidu was educated in Chennai, London and Cambridge. Following her time in England, where she worked as a suffragist, she was drawn to Indian National Congress' movement for India's independence from British rule. She became a part of the Indian nationalist movement and became a follower of Mahatma Gandhi and his idea of swaraj. She was appointed the President of the Indian National Congress in 1925 and later became the Governor of the United Provinces in 1947, becoming the first woman to hold the office of Governor in the Dominion of India.
Naidu's poetry includes both children's poems and others written on more serious themes including patriotism, romance, and tragedy. Published in 1912, ""In the Bazaars of Hyderabad"" remains one of her most popular poems. She was married to Govindarajulu Naidu, a general physician, and had five children with him. She died of a cardiac arrest on 2 March 1949.",https://en.wikipedia.org/wiki/Sarojini_Naidu,17.38878595,78.46106473453146
120,Ichalkaranji,Subhash Khot,155005,"Subhash Khot  (born June 10, 1978 in Ichalkaranji) is an Indian-American mathematician and theoretical computer scientist who is the Julius Silver Professor of Computer Science in the Courant Institute of Mathematical Sciences at New York University. Khot's unexpected and original contributions are providing critical insight into unresolved problems in the field of computational complexity. He is best known for his unique games conjecture.Khot was awarded the 2014 Rolf Nevanlinna Prize by the International Mathematical Union. He received the MacArthur Fellowship in 2016  and was elected a Fellow of the Royal Society in 2017.",https://en.wikipedia.org/wiki/Subhash_Khot,16.6959348,74.4555755
121,Imphal,Saikhom Mirabai Chanu,318710,"Saikhom Mirabai Chanu (born 8 August 1994) is an Indian  weightlifter. A regular presence in international events since 2014 in the 48 kg category, Chanu has won the World Championships and multiple medals at the Commonwealth Games. She was awarded the Padma Shri by the Government of India for her contributions to the sport. She was awarded Rajiv Gandhi Khel Ratna awards by the Government of India for year 2018.
Chanu had won the silver medal in the women's 48 kg weight class at the 2014 Commonwealth Games, Glasgow; she went on to break the games record en route to the gold medal at the 2018 edition of the event held in Gold Coast. Her biggest achievement came in 2017, when she won the gold medal at World Weightlifting Championships held in Anaheim, United States.",https://en.wikipedia.org/wiki/Saikhom_Mirabai_Chanu,24.8006088,93.9369998
122,Indore,Salman Khan,24817649,"Abdul Rashid Salim Salman Khan (pronounced [səlˈmaːn ˈxaːn]; Hindi: pronunciation ; 27 December 1965) is an Indian film actor, producer, occasional singer and television personality. In a film career spanning over thirty years, Khan has received numerous awards, including two National Film Awards as a film producer, and two Filmfare Awards for acting. He has a significant following in Asia and the Indian diaspora worldwide, and is cited in the media as one of the most commercially successful actors of both world and Indian cinema. According to the Forbes 2018 list of Top-Paid 100 Celebrity Entertainers in world, Khan was the highest ranked Indian with 82nd rank with earnings of $37.7 million. He is also known as the host of the reality show, Bigg Boss since 2010.The eldest son of screenwriter Salim Khan, Khan began his acting career with a supporting role in Biwi Ho To Aisi (1988), followed by a leading role in Maine Pyar Kiya (1989). Khan continued in Bollywood in the 1990s with roles in several productions, including the romantic drama Hum Aapke Hain Koun..! (1994), the action thriller Karan Arjun (1995), the comedy Biwi No.1 (1999), and the family drama Hum Saath-Saath Hain (1999). After a brief period of decline in the 2000s, Khan achieved greater stardom in the 2010s by playing the lead role in successful action films like Dabangg (2010), Ready (2011), Ek Tha Tiger (2012), Kick (2014), Sultan (2016) and Tiger Zinda Hai (2017). Forbes included him in their 2015 list of Top-Paid 100 Celebrity Entertainers in world; Khan tied with Amitabh Bachchan for No. 71 on the list, both with earnings of $33.5 million.In addition to his acting career, Khan is a television presenter and promotes humanitarian causes through his charity, Being Human Foundation. Khan's off-screen life is marred by controversy and legal troubles. In 2015 he was convicted of culpable homicide for a negligent driving case in which he ran over five people with his car, killing one, but his conviction was set aside on appeal. On 5 April 2018, Khan was convicted in a blackbuck poaching case and sentenced to five years imprisonment. He is currently out on bail while an appeal is being heard.

",https://en.wikipedia.org/wiki/Salman_Khan,22.7203616,75.8681996
123,Irinjalakuda,Anupama Parameswaran,2962538,"Anupama Parameswaran is an Indian film actress who predominantly appears in Telugu, Malayalam, Tamil, Kannada films.She is best known for her debut role as Mary George in the Malayalam film Premam (2015). Later she appeared in Telugu films such as Sathamanam Bhavati (2017) and  Vunnadhi Okate Zindagi (2017). Her Kannada debut was Natasarvabhouma with Puneeth Rajkumar.",https://en.wikipedia.org/wiki/Anupama_Parameswaran,10.3404351,76.2808864
124,Jabalpur,Shalini Pandey,2080820,"Shalini Pandey (born 23 September 1993) is an Indian actress who appears predominantly in Tamil, Telugu and Hindi films. She established herself with her debut in Arjun Reddy, a Telugu film.",https://en.wikipedia.org/wiki/Shalini_Pandey,23.1608938,79.9497702
125,Jaipur,Roman Saini,1015488,"Roman Saini is an educator, motivational speaker, and a former  IAS officer. Saini was previously posted as Assistant Collector  in Madhya Pradesh. where he stayed till January 2016, later resigned mid-training to focus on his education initiative Unacademy.

",https://en.wikipedia.org/wiki/Roman_Saini,26.916194,75.820349
126,Jaisalmer,Rajyavardhan Singh Rathore,1046110,"Colonel Rajyavardhan Singh Rathore, Padma Shri, , (born 29 January 1970) is an Indian politician, Olympic medallist and retired Indian Army officer. Rathore is a Member of Parliament in the 17th Lok Sabha from Jaipur Rural seat. He served as the Minister of State (Independent Charge) for Ministry of Youth Affairs and Sports in the Government of India till May 2019.He won 25 international medals at various championships for Double Trap Shooting including a Silver medal at 2004  Summer Olympics in Men's Double Trap event.Rathore served as a commissioned officer in The Grenadiers regiment of the Indian Army before retiring in 2013 as a colonel. Following his retirement from the army and shooting, he became the member of the parliament for the Bharatiya Janata Party in 2014. 
In November 2014, was made the Minister of State for Information and Broadcasting. Rathore was appointed as a Cabinet minister with independent charge for Ministry of Youth Affairs and Sports in 2017.",https://en.wikipedia.org/wiki/Rajyavardhan_Singh_Rathore,27.02801615,70.7785056232077
